제주 대분류,제주 중분류,업종명,성별,연령대별, 카드이용금액 , 카드이용건수 
제주시,이도2동,스포츠레져용품,남,50대,1876600,19
제주시,연동,스포츠레져용품,여,20대,6708800,70
제주시,연동,안경,남,20대,1121000,12
제주시,삼도2동,악세 사리,여,40대,1080200,12
제주시,이도2동,스포츠레져용품,남,40대,2789900,31
제주시,삼도2동,스포츠레져용품,남,20대,1348000,15
서귀포시,예래동,농축수산품,남,30대,8992300,101
제주시,노형동,정장(여성),여,40대,2189100,25
제주시,노형동,안경,여,40대,962000,11
제주시,연동,농축수산품,여,50대,4779900,56
서귀포시,남원읍,농축수산품,남,40대,15863400,186
제주시,이도2동,안경,남,40대,836000,10
서귀포시,대륜동,안경,남,30대,826000,10
제주시,연동,농축수산품,남,50대,4966200,61
제주시,삼도2동,정장(여성),남,50대,971000,12
제주시,연동,정장(여성),남,20대,2731500,34
제주시,삼도2동,스포츠레져용품,여,40대,3723600,47
제주시,이도2동,농축수산품,남,50대,25483440,322
서귀포시,예래동,스포츠레져용품,남,50대,2746700,35
제주시,삼도2동,정장(여성),여,40대,2967500,38
제주시,용담2동,농축수산품,남,40대,44480050,578
제주시,삼도2동,정장(여성),여,50대,1227700,16
서귀포시,예래동,농축수산품,남,40대,6579900,86
제주시,삼도2동,정장(여성),남,30대,985900,13
제주시,용담2동,농축수산품,남,50대,53056170,703
서귀포시,예래동,농축수산품,여,20대,3758700,50
제주시,삼도2동,스포츠레져용품,남,30대,2546000,34
서귀포시,대륜동,농축수산품,남,30대,5087000,69
제주시,삼도2동,농축수산품,남,50대,1465800,20
제주시,노형동,농축수산품,여,50대,4165400,58
제주시,이도2동,정장(여성),여,20대,3512000,49
제주시,노형동,안경,남,30대,1132000,16
서귀포시,대륜동,농축수산품,여,30대,5998000,85
제주시,노형동,농축수산품,남,50대,4654200,66
제주시,이도2동,정장(여성),남,20대,1473000,21
제주시,이도2동,농축수산품,여,50대,27354030,390
서귀포시,예래동,농축수산품,여,30대,7353900,105
서귀포시,대륜동,농축수산품,여,20대,2227000,32
제주시,노형동,정장(여성),여,30대,1599300,23
제주시,삼도2동,스포츠레져용품,여,30대,2288900,33
서귀포시,성산읍,농축수산품,남,30대,18725900,270
제주시,이도2동,스포츠레져용품,남,30대,1238000,18
서귀포시,성산읍,농축수산품,남,40대,17492500,255
서귀포시,남원읍,농축수산품,남,50대,4961500,73
서귀포시,예래동,농축수산품,여,40대,2781000,41
제주시,노형동,농축수산품,남,30대,4404600,65
제주시,연동,기념품 점,여,40대,2233675,33
제주시,노형동,정장(여성),남,40대,1282000,19
제주시,이도2동,정장(여성),여,50대,808000,12
제주시,삼도2동,정장(여성),남,40대,1267900,19
제주시,애월읍,농축수산품,남,50대,3902500,59
제주시,노형동,농축수산품,남,40대,4629400,70
제주시,연동,안경,여,20대,716000,11
제주시,연동,악세 사리,남,40대,649600,10
서귀포시,예래동,농축수산품,남,50대,2906200,45
서귀포시,남원읍,농축수산품,남,30대,10032900,156
제주시,삼도2동,정장(여성),여,30대,3275050,51
제주시,연동,농축수산품,여,40대,2616800,41
제주시,삼도2동,농축수산품,여,40대,1147000,18
제주시,이도2동,정장(여성),여,30대,2099000,33
제주시,용담2동,농축수산품,여,50대,42154560,667
서귀포시,남원읍,농축수산품,여,40대,7438200,118
제주시,연동,농축수산품,남,30대,2615400,42
제주시,용담2동,스포츠레져용품,남,20대,857000,14
제주시,노형동,농축수산품,여,30대,4065900,67
제주시,연동,안경,남,50대,602000,10
서귀포시,성산읍,농축수산품,남,50대,9263600,154
제주시,연동,기념품 점,남,50대,2369000,40
제주시,용담2동,농축수산품,남,30대,24463310,414
제주시,삼도2동,정장(여성),남,20대,1062700,18
제주시,노형동,기념품 점,남,30대,2714300,46
제주시,연동,정장(여성),여,20대,4176300,71
서귀포시,대륜동,농축수산품,남,20대,1341000,23
서귀포시,예래동,스포츠레져용품,여,50대,577000,10
제주시,삼도2동,스포츠레져용품,남,40대,2187300,38
서귀포시,남원읍,농축수산품,여,50대,3210300,56
제주시,이도2동,농축수산품,여,40대,11692840,208
제주시,용담2동,농축수산품,여,30대,29018640,519
서귀포시,남원읍,농축수산품,여,30대,9026290,163
제주시,이도2동,악세 사리,여,40대,885000,16
서귀포시,성산읍,농축수산품,여,40대,10133500,184
제주시,이도2동,농축수산품,남,40대,14416370,262
제주시,삼도2동,정장(여성),여,20대,1644900,30
서귀포시,성산읍,농축수산품,여,30대,15743200,289
제주시,연동,의원,여,50대,2553440,47
제주시,삼도2동,농축수산품,남,40대,1356700,25
서귀포시,성산읍,농축수산품,여,50대,7318500,135
제주시,용담2동,농축수산품,여,40대,27269590,509
제주시,노형동,기념품 점,여,30대,3317600,63
제주시,이도2동,농축수산품,여,20대,2989780,57
제주시,이도2동,농축수산품,남,30대,6116550,118
제주시,연동,농축수산품,여,30대,2248600,44
서귀포시,성산읍,농축수산품,여,20대,5185300,102
서귀포시,성산읍,스포츠레져용품,남,40대,508000,10
제주시,연동,기념품 점,여,50대,2521000,50
서귀포시,남원읍,농축수산품,여,20대,1494400,30
제주시,노형동,농축수산품,여,40대,3914200,79
서귀포시,성산읍,농축수산품,남,20대,1328000,27
제주시,노형동,기타음료식품,여,50대,1862290,38
제주시,연동,악세 사리,여,30대,1465700,30
제주시,이도2동,농축수산품,여,30대,5092430,105
제주시,연동,신   발,여,30대,725400,15
제주시,노형동,정장(여성),남,30대,517900,11
제주시,삼도2동,농축수산품,남,30대,610000,13
제주시,이도2동,정장(여성),여,40대,653400,14
제주시,연동,기념품 점,남,40대,1200700,26
제주시,노형동,의원,여,50대,2769500,60
제주시,이도2동,안경,여,20대,1237000,27
제주시,노형동,안경,여,30대,685000,15
제주시,노형동,정장(여성),여,20대,906700,20
서귀포시,성산읍,정장(여성),남,40대,495000,11
제주시,연동,안경,여,30대,625000,14
서귀포시,성산읍,정장(여성),여,30대,1325000,30
제주시,이도2동,악세 사리,남,30대,439000,10
제주시,삼도2동,농축수산품,여,30대,1576000,36
서귀포시,예래동,스포츠레져용품,남,40대,1130100,26
제주시,삼도2동,농축수산품,여,50대,563000,13
제주시,용담2동,농축수산품,남,20대,4946300,115
서귀포시,예래동,농축수산품,남,20대,464000,11
제주시,이도2동,안경,남,30대,461000,11
제주시,애월읍,농축수산품,남,40대,2923000,72
제주시,용담2동,농축수산품,여,20대,8475440,209
제주시,애월읍,농축수산품,여,40대,2584000,64
서귀포시,성산읍,정장(여성),여,40대,558000,14
제주시,연동,기념품 점,남,30대,2187000,55
서귀포시,남원읍,골프 용품,남,50대,512000,13
제주시,이도2동,안경,여,30대,506000,13
제주시,용담2동,기념품 점,남,50대,32506400,837
제주시,노형동,기타음료식품,여,40대,2462210,64
제주시,연동,의원,남,30대,2603700,68
제주시,연동,슈퍼 마켓,여,40대,23019860,605
제주시,노형동,농축수산품,남,20대,570000,15
제주시,노형동,의원,여,30대,8330200,221
제주시,노형동,기념품 점,남,20대,866900,23
제주시,노형동,기념품 점,여,50대,899500,24
제주시,삼도2동,귀 금 속,여,30대,524000,14
서귀포시,대륜동,안경,여,30대,449000,12
제주시,노형동,기념품 점,여,20대,1111550,30
제주시,삼도2동,농축수산품,여,20대,662000,18
서귀포시,예래동,기념품 점,여,50대,588100,16
서귀포시,남원읍,기념품 점,남,30대,547000,15
제주시,연동,의원,여,40대,1621860,45
제주시,노형동,기념품 점,남,50대,718000,20
제주시,이도2동,슈퍼 마켓,여,50대,9934230,280
제주시,연동,악세 사리,여,40대,882500,25
제주시,연동,기념품 점,남,20대,1170000,34
제주시,용담2동,기념품 점,남,40대,38160800,1109
제주시,노형동,기념품 점,남,40대,1573000,46
제주시,용담2동,기념품 점,여,50대,24138000,708
제주시,연동,농축수산품,여,20대,441900,13
제주시,연동,의원,여,30대,3695100,109
제주시,이도2동,의원,여,40대,2092900,62
제주시,노형동,기타음료식품,여,30대,1380330,41
제주시,이도2동,슈퍼 마켓,여,40대,15972730,476
제주시,노형동,기념품 점,여,40대,1297450,39
제주시,이도2동,농축수산품,남,20대,1688080,51
제주시,삼도2동,귀 금 속,여,40대,463000,14
제주시,연동,기념품 점,여,30대,1816000,56
제주시,용담2동,기념품 점,여,40대,29029000,897
제주시,연동,의원,여,20대,2003720,62
제주시,노형동,의원,여,40대,4065710,126
제주시,노형동,기타음료식품,남,40대,1290320,40
제주시,노형동,농축수산품,여,20대,1810700,57
제주시,이도2동,기타음료식품,남,40대,601490,19
제주시,이도2동,악세 사리,여,30대,877000,28
제주시,이도2동,기타음료식품,남,50대,340200,11
제주시,이도2동,의원,여,50대,1074600,35
제주시,연동,기타음료식품,남,30대,971080,32
제주시,이도2동,슈퍼 마켓,남,40대,24696040,820
서귀포시,성산읍,스포츠레져용품,남,30대,300500,10
제주시,애월읍,농축수산품,여,50대,1379500,46
서귀포시,남원읍,농축수산품,남,20대,567700,19
제주시,용담2동,기념품 점,남,30대,33073200,1115
제주시,노형동,의원,여,20대,3943800,133
제주시,애월읍,농축수산품,남,20대,768500,26
제주시,이도2동,악세 사리,여,20대,853000,29
제주시,삼도2동,스포츠레져용품,여,20대,809000,28
제주시,용담2동,기념품 점,여,30대,38751400,1343
제주시,노형동,의원,남,50대,3065900,107
제주시,이도2동,슈퍼 마켓,남,50대,12835370,453
제주시,연동,악세 사리,여,20대,509200,18
제주시,연동,기타음료식품,남,50대,478600,17
제주시,노형동,기타음료식품,남,30대,2187600,80
제주시,용담2동,스넥,여,50대,300500,11
제주시,이도2동,슈퍼 마켓,남,30대,21444240,787
서귀포시,성산읍,스넥,남,40대,1628500,60
제주시,연동,스넥,남,50대,3386700,126
제주시,연동,기타음료식품,남,40대,909900,34
서귀포시,예래동,기념품 점,남,50대,395700,15
서귀포시,예래동,기타음료식품,여,50대,549900,21
제주시,연동,기념품 점,여,20대,1178000,45
제주시,애월읍,기념품 점,여,40대,897100,35
서귀포시,남원읍,기념품 점,여,40대,509000,20
제주시,애월읍,농축수산품,남,30대,2304500,91
제주시,용담2동,의원,여,30대,531400,21
제주시,노형동,슈퍼 마켓,여,50대,7452090,295
제주시,노형동,기타음료식품,남,50대,1313180,52
서귀포시,대륜동,기타음료식품,남,50대,328000,13
제주시,노형동,슈퍼 마켓,여,40대,11048930,439
서귀포시,성산읍,기념품 점,남,40대,8132800,328
제주시,이도2동,약국,남,50대,1703600,69
제주시,용담2동,슈퍼 마켓,남,50대,2836470,115
제주시,이도2동,슈퍼 마켓,여,30대,18116230,737
서귀포시,성산읍,기념품 점,여,50대,1474500,60
제주시,삼도2동,악세 사리,남,40대,244600,10
제주시,용담2동,기념품 점,여,20대,16765400,692
제주시,애월읍,슈퍼 마켓,여,50대,2902260,120
서귀포시,대륜동,기타음료식품,여,30대,765400,32
서귀포시,예래동,기념품 점,여,30대,1023800,43
제주시,이도2동,의원,여,30대,2561510,108
제주시,용담2동,기념품 점,남,20대,9573600,405
서귀포시,대륜동,기타음료식품,여,40대,708000,30
서귀포시,예래동,기타음료식품,남,50대,684400,29
서귀포시,성산읍,기념품 점,남,30대,8899000,383
서귀포시,성산읍,스넥,여,50대,532500,23
제주시,애월읍,슈퍼 마켓,여,40대,4451110,193
서귀포시,성산읍,스넥,남,30대,2210000,96
서귀포시,성산읍,기념품 점,여,40대,4050400,176
제주시,애월읍,스넥,여,50대,1628200,71
제주시,연동,의원,남,50대,892800,39
서귀포시,남원읍,슈퍼 마켓,여,50대,821670,36
서귀포시,성산읍,의원,여,40대,410600,18
제주시,애월읍,농축수산품,여,30대,2999000,132
서귀포시,성산읍,기타음료식품,남,50대,453400,20
서귀포시,예래동,기념품 점,여,40대,673900,30
제주시,노형동,기타음료식품,여,20대,829050,37
서귀포시,성산읍,기념품 점,남,50대,1206800,54
서귀포시,예래동,스넥,여,50대,1362160,61
제주시,용담2동,스넥,남,40대,533600,24
제주시,삼도2동,악세 사리,남,30대,243500,11
서귀포시,성산읍,기념품 점,여,30대,8511000,388
서귀포시,성산읍,기념품 점,여,20대,1574800,72
제주시,애월읍,스포츠레져용품,남,40대,282000,13
제주시,용담2동,슈퍼 마켓,여,40대,2861190,132
제주시,애월읍,스넥,남,40대,6282750,295
서귀포시,성산읍,기념품 점,남,20대,1000200,47
제주시,연동,기타음료식품,여,40대,255300,12
제주시,용담2동,스넥,남,50대,276500,13
제주시,연동,스넥,남,40대,4344900,205
제주시,연동,슈퍼 마켓,여,50대,6714950,318
제주시,연동,스넥,여,50대,1937800,92
서귀포시,대륜동,슈퍼 마켓,남,50대,1173180,56
서귀포시,대륜동,기타음료식품,남,40대,1199000,58
서귀포시,남원읍,슈퍼 마켓,여,40대,1701300,83
제주시,용담2동,슈퍼 마켓,여,50대,2412500,118
제주시,애월읍,기타음료식품,남,50대,204200,10
제주시,용담2동,슈퍼 마켓,남,40대,4171850,205
서귀포시,성산읍,스넥,남,50대,690400,34
제주시,이도2동,의원,남,20대,627400,31
제주시,노형동,슈퍼 마켓,남,50대,12519100,621
제주시,노형동,의원,남,30대,3358168,167
제주시,연동,슈퍼 마켓,남,50대,12259460,610
서귀포시,남원읍,슈퍼 마켓,남,50대,2160280,108
서귀포시,남원읍,기념품 점,여,30대,339500,17
제주시,삼도2동,악세 사리,여,30대,398500,20
제주시,노형동,슈퍼 마켓,남,40대,14729410,744
서귀포시,남원읍,스포츠레져용품,남,40대,395500,20
서귀포시,대륜동,슈퍼 마켓,여,40대,552620,28
