제주 대분류,제주 중분류,업종명,성별,연령대별, 카드이용금액 , 카드이용건수 
제주시,노형동,약국,여,50대,1602160,80
서귀포시,성산읍,기념품 점,남,50대,719000,36
제주시,애월읍,농축수산품,남,30대,2291000,115
제주시,노형동,슈퍼 마켓,남,30대,11991340,602
제주시,이도2동,슈퍼 마켓,남,20대,7211070,365
제주시,이도2동,의원,남,20대,1023410,52
서귀포시,예래동,기타음료식품,남,50대,943030,48
서귀포시,성산읍,의원,여,40대,471400,24
서귀포시,남원읍,기타음료식품,남,20대,782200,40
제주시,용담2동,기타음료식품,여,20대,311000,16
제주시,애월읍,스넥,여,40대,2872300,148
서귀포시,예래동,기념품 점,여,30대,926800,48
제주시,연동,슈퍼 마켓,남,50대,9980160,518
서귀포시,성산읍,기념품 점,여,50대,691200,36
서귀포시,성산읍,스넥,남,30대,4083000,214
서귀포시,대륜동,슈퍼 마켓,남,40대,1525780,80
제주시,용담2동,슈퍼 마켓,여,30대,3050560,160
제주시,연동,스넥,남,40대,2949700,155
제주시,노형동,의원,여,50대,1154700,61
제주시,삼도2동,슈퍼 마켓,남,40대,2115790,112
제주시,노형동,슈퍼 마켓,남,50대,11129500,590
서귀포시,성산읍,의원,남,50대,338700,18
제주시,애월읍,스넥,여,50대,1768200,94
서귀포시,성산읍,스넥,남,40대,1188000,64
서귀포시,예래동,스넥,남,40대,2652490,143
제주시,애월읍,슈퍼 마켓,여,30대,4624490,251
제주시,연동,의원,남,30대,1215200,66
서귀포시,예래동,기타음료식품,여,40대,1485600,81
제주시,애월읍,스넥,남,40대,3916900,214
제주시,연동,의원,남,40대,1167500,64
제주시,노형동,슈퍼 마켓,남,40대,13116690,723
제주시,연동,슈퍼 마켓,여,30대,10512010,580
서귀포시,대륜동,슈퍼 마켓,여,40대,326030,18
제주시,연동,스넥,여,40대,2795900,155
서귀포시,성산읍,슈퍼 마켓,남,40대,5955590,331
서귀포시,남원읍,약국,남,50대,178100,10
서귀포시,예래동,스넥,여,30대,3575020,202
서귀포시,남원읍,슈퍼 마켓,남,50대,2223660,127
서귀포시,예래동,기타음료식품,남,30대,2430150,139
제주시,노형동,의원,남,40대,3286400,188
제주시,용담2동,의원,여,50대,191100,11
제주시,애월읍,슈퍼 마켓,남,40대,6092500,351
서귀포시,예래동,슈퍼 마켓,남,40대,984110,57
서귀포시,남원읍,의원,남,50대,223400,13
제주시,노형동,슈퍼 마켓,여,30대,8629220,503
제주시,삼도2동,악세 사리,여,20대,771300,45
제주시,연동,기타음료식품,남,50대,308400,18
서귀포시,성산읍,슈퍼 마켓,여,40대,3262160,191
서귀포시,성산읍,슈퍼 마켓,여,50대,2062600,121
서귀포시,예래동,스넥,여,50대,851520,50
제주시,노형동,슈퍼 마켓,남,20대,3902150,230
서귀포시,예래동,슈퍼 마켓,남,50대,1286500,76
서귀포시,성산읍,기타음료식품,남,40대,862690,51
서귀포시,남원읍,슈퍼 마켓,남,20대,489610,29
서귀포시,성산읍,스넥,여,30대,3748800,223
서귀포시,남원읍,스포츠레져용품,남,50대,485750,29
제주시,삼도2동,약국,여,50대,184000,11
서귀포시,성산읍,스넥,남,20대,1520700,91
서귀포시,예래동,슈퍼 마켓,여,50대,298650,18
제주시,연동,스넥,여,30대,7577300,457
제주시,용담2동,의원,여,30대,331270,20
제주시,연동,슈퍼 마켓,남,40대,12498150,755
제주시,노형동,기타음료식품,남,40대,589660,36
서귀포시,성산읍,기타음료식품,여,40대,441380,27
제주시,노형동,약국,여,40대,2255530,139
제주시,애월읍,슈퍼 마켓,남,20대,1894670,117
서귀포시,대륜동,기타음료식품,여,30대,437100,27
서귀포시,대륜동,기타음료식품,여,20대,319000,20
제주시,이도2동,기타음료식품,남,40대,254800,16
제주시,이도2동,약국,남,40대,1776790,112
제주시,애월읍,슈퍼 마켓,남,30대,5459560,345
제주시,연동,약국,여,50대,1347570,86
서귀포시,성산읍,슈퍼 마켓,남,30대,7924230,507
제주시,삼도2동,악세 사리,남,20대,231800,15
제주시,연동,스넥,여,50대,1247900,81
서귀포시,남원읍,슈퍼 마켓,여,30대,1416500,92
제주시,연동,스넥,남,30대,5909400,384
서귀포시,남원읍,스포츠레져용품,남,30대,184650,12
제주시,용담2동,슈퍼 마켓,남,30대,3311650,216
서귀포시,성산읍,약국,여,40대,582300,38
서귀포시,예래동,스넥,남,20대,1147910,75
서귀포시,예래동,스넥,남,30대,2857800,187
제주시,이도2동,의원,남,30대,1052500,69
서귀포시,남원읍,스넥,남,40대,1065000,70
제주시,애월읍,스넥,남,20대,3494500,231
제주시,연동,약국,여,40대,1679020,111
서귀포시,예래동,스넥,여,40대,1329210,88
서귀포시,남원읍,슈퍼 마켓,여,40대,558280,37
제주시,이도2동,약국,여,40대,1020750,68
제주시,이도2동,스넥,남,40대,2531700,169
서귀포시,남원읍,슈퍼 마켓,남,30대,2168590,145
서귀포시,성산읍,스넥,여,40대,493500,33
서귀포시,성산읍,스넥,여,20대,3170200,216
서귀포시,예래동,슈퍼 마켓,여,30대,600000,41
제주시,연동,약국,남,50대,1506800,103
제주시,연동,슈퍼 마켓,남,30대,13441940,919
제주시,이도2동,의원,여,50대,643300,44
서귀포시,성산읍,기타음료식품,여,30대,847080,58
제주시,연동,약국,남,40대,2299330,159
제주시,노형동,스넥,여,50대,823800,57
서귀포시,성산읍,기타음료식품,남,30대,1096610,76
제주시,애월읍,스넥,남,30대,9924800,689
제주시,애월읍,스넥,여,30대,11219650,785
제주시,애월읍,스넥,여,20대,9082900,636
서귀포시,성산읍,약국,남,30대,827700,58
서귀포시,성산읍,슈퍼 마켓,여,30대,6033810,424
서귀포시,대륜동,슈퍼 마켓,남,20대,156140,11
제주시,삼도2동,슈퍼 마켓,남,50대,916370,65
서귀포시,대륜동,기타음료식품,남,30대,419400,30
제주시,삼도2동,슈퍼 마켓,여,50대,571050,41
제주시,연동,스넥,여,20대,6661600,481
제주시,용담2동,슈퍼 마켓,여,20대,1079540,78
제주시,이도2동,스넥,여,50대,664900,49
제주시,노형동,스넥,남,50대,1668000,123
제주시,삼도2동,슈퍼 마켓,여,40대,921280,68
서귀포시,예래동,스넥,여,20대,1375820,102
제주시,애월읍,슈퍼 마켓,여,20대,1954070,145
서귀포시,예래동,슈퍼 마켓,남,30대,714100,53
제주시,연동,스넥,남,20대,3048600,228
서귀포시,예래동,기타음료식품,남,20대,828000,62
제주시,이도2동,기타음료식품,여,30대,320100,24
제주시,노형동,약국,남,50대,1822600,138
제주시,연동,약국,여,30대,2347980,178
제주시,애월읍,기타음료식품,남,20대,552750,42
제주시,용담2동,슈퍼 마켓,남,20대,1274130,97
제주시,이도2동,스넥,남,50대,1300250,100
서귀포시,남원읍,스넥,여,50대,390000,30
서귀포시,성산읍,슈퍼 마켓,여,20대,4447700,343
제주시,애월읍,약국,남,40대,194200,15
제주시,삼도2동,슈퍼 마켓,여,30대,488940,38
제주시,노형동,스넥,여,40대,2122085,165
제주시,이도2동,스넥,남,20대,3363700,262
서귀포시,예래동,기념품 점,남,30대,460700,36
서귀포시,남원읍,스넥,여,40대,977000,77
제주시,연동,슈퍼 마켓,여,20대,4440250,350
제주시,이도2동,스넥,남,30대,3209500,253
제주시,노형동,슈퍼 마켓,여,20대,2523580,199
제주시,연동,기타음료식품,남,40대,341900,27
서귀포시,예래동,슈퍼 마켓,남,20대,214850,17
서귀포시,성산읍,약국,남,50대,328500,26
제주시,노형동,약국,여,30대,3561700,282
서귀포시,대륜동,슈퍼 마켓,여,30대,491040,39
제주시,연동,기타음료식품,여,30대,213200,17
제주시,이도2동,스넥,여,40대,1279000,102
제주시,삼도2동,의원,남,40대,236600,19
제주시,노형동,스넥,여,30대,3631010,292
제주시,연동,슈퍼 마켓,남,20대,4174270,337
서귀포시,예래동,슈퍼 마켓,여,40대,197980,16
서귀포시,성산읍,슈퍼 마켓,남,20대,2474000,200
서귀포시,대륜동,슈퍼 마켓,여,50대,207680,17
제주시,이도2동,약국,여,50대,817200,67
제주시,삼도2동,슈퍼 마켓,남,30대,889640,73
제주시,이도2동,기타음료식품,남,30대,364000,30
제주시,삼도2동,스넥,남,30대,182000,15
제주시,노형동,기타음료식품,여,30대,202960,17
제주시,노형동,스넥,남,40대,3127850,262
서귀포시,예래동,기념품 점,여,20대,131200,11
제주시,용담2동,약국,남,50대,655160,55
제주시,노형동,스넥,남,30대,4615260,392
서귀포시,남원읍,스넥,남,50대,659000,56
서귀포시,대륜동,기타음료식품,남,20대,141000,12
제주시,이도2동,약국,여,30대,1557590,133
서귀포시,예래동,슈퍼 마켓,여,20대,163180,14
제주시,이도2동,약국,남,30대,1220890,106
서귀포시,남원읍,스넥,남,30대,2763000,241
제주시,노형동,스넥,남,20대,3096200,279
서귀포시,대륜동,약국,남,30대,440400,40
서귀포시,남원읍,스넥,여,30대,2737500,249
서귀포시,남원읍,스넥,여,20대,1870400,177
제주시,이도2동,의원,남,50대,748700,71
서귀포시,성산읍,기타음료식품,여,20대,305790,29
제주시,노형동,기타음료식품,여,20대,315800,30
서귀포시,성산읍,의원,남,30대,168300,16
서귀포시,남원읍,스넥,남,20대,988000,94
제주시,노형동,약국,남,40대,1991870,190
제주시,이도2동,스넥,여,30대,2785350,267
제주시,삼도2동,스넥,남,40대,124500,12
제주시,애월읍,약국,여,50대,134450,13
제주시,노형동,기타음료식품,남,30대,669790,65
제주시,용담2동,약국,남,40대,685600,67
제주시,노형동,스넥,여,20대,3168210,313
서귀포시,대륜동,슈퍼 마켓,여,20대,258090,26
제주시,용담2동,약국,여,30대,965500,98
제주시,삼도2동,약국,여,30대,185650,19
제주시,노형동,약국,남,30대,1953970,200
제주시,용담2동,약국,여,40대,682270,70
제주시,연동,약국,남,30대,1660570,171
제주시,삼도2동,스넥,여,30대,125800,13
서귀포시,대륜동,약국,남,50대,211500,22
제주시,삼도2동,스넥,여,40대,95400,10
제주시,용담2동,스넥,남,50대,1339800,141
제주시,노형동,약국,남,20대,649700,69
서귀포시,성산읍,기타음료식품,남,20대,251820,27
제주시,애월읍,약국,남,30대,304700,33
제주시,연동,기타음료식품,여,20대,266100,29
제주시,용담2동,스넥,남,40대,1732660,190
제주시,용담2동,약국,남,30대,1003150,111
제주시,삼도2동,슈퍼 마켓,남,20대,361400,40
제주시,이도2동,약국,남,20대,649700,73
제주시,이도2동,스넥,여,20대,3309700,373
제주시,애월읍,약국,남,50대,168400,19
제주시,삼도2동,약국,여,40대,150590,17
제주시,이도2동,기타음료식품,여,20대,282200,32
제주시,용담2동,스넥,남,30대,2078590,236
제주시,애월읍,약국,여,40대,131800,15
제주시,삼도2동,약국,남,50대,104240,12
제주시,용담2동,스넥,여,20대,1608680,186
서귀포시,성산읍,약국,여,30대,516900,60
제주시,용담2동,스넥,여,40대,1400580,163
제주시,삼도2동,슈퍼 마켓,여,20대,491690,58
제주시,용담2동,스넥,남,20대,827520,99
제주시,용담2동,약국,남,20대,324050,39
제주시,노형동,약국,여,20대,1105180,134
서귀포시,대륜동,약국,여,50대,115300,14
제주시,애월읍,약국,여,30대,115000,14
제주시,연동,약국,여,20대,977680,120
제주시,용담2동,스넥,여,30대,2122790,261
서귀포시,성산읍,의원,남,40대,153400,19
제주시,용담2동,약국,여,20대,675980,84
제주시,삼도2동,약국,남,40대,119800,15
서귀포시,성산읍,약국,남,40대,311100,39
서귀포시,남원읍,약국,여,20대,78400,10
제주시,용담2동,스넥,여,50대,880250,113
제주시,연동,약국,남,20대,341450,44
제주시,용담2동,약국,여,50대,263600,34
제주시,이도2동,기타음료식품,남,20대,169700,22
제주시,이도2동,약국,여,20대,897620,118
서귀포시,대륜동,약국,여,20대,113300,15
서귀포시,남원읍,약국,남,30대,126900,17
서귀포시,성산읍,약국,여,50대,140440,19
제주시,삼도2동,약국,여,20대,117000,16
서귀포시,대륜동,약국,남,20대,87700,12
제주시,삼도2동,의원,남,30대,102000,14
제주시,연동,기타음료식품,남,20대,68400,10
서귀포시,남원읍,약국,남,40대,68300,10
서귀포시,대륜동,약국,여,30대,247400,37
서귀포시,대륜동,약국,남,40대,219000,33
서귀포시,성산읍,약국,여,20대,261490,42
제주시,삼도2동,스넥,남,20대,74400,12
제주시,삼도2동,스넥,여,20대,77500,13
제주시,삼도2동,약국,남,30대,167400,29
제주시,애월읍,약국,여,20대,64500,12
서귀포시,성산읍,약국,남,20대,94100,18
제주시,노형동,기타음료식품,남,20대,313390,61
제주시,애월읍,기타음료식품,여,20대,167100,42
제주시,노형동,정장(여성),남,50대,8085700,15
제주시,연동,악세 사리,남,50대,3263900,12
서귀포시,대륜동,농축수산품,여,50대,41329300,157
제주시,노형동,스포츠레져용품,남,30대,2713140,13
제주시,노형동,스포츠레져용품,남,40대,3268000,16
제주시,연동,정장(여성),여,50대,4036200,22
서귀포시,대륜동,농축수산품,남,50대,26071500,145
서귀포시,대륜동,농축수산품,남,40대,12369000,77
제주시,노형동,정장(여성),여,40대,7983700,52
제주시,이도2동,스포츠레져용품,남,40대,1521000,10
제주시,노형동,정장(여성),남,40대,2160100,15
제주시,연동,정장(여성),남,50대,2716400,19
서귀포시,대륜동,농축수산품,여,40대,10738700,76
제주시,노형동,정장(여성),여,30대,5032300,39
제주시,삼도2동,스포츠레져용품,남,50대,4166200,35
제주시,연동,정장(여성),남,40대,3037000,26
제주시,노형동,농축수산품,여,40대,6364300,57
제주시,연동,악세 사리,남,30대,1786000,16
제주시,연동,농축수산품,남,50대,7247100,65
제주시,연동,스포츠레져용품,여,40대,10901900,98
서귀포시,예래동,농축수산품,남,30대,10368250,95
서귀포시,예래동,스포츠레져용품,남,40대,2273100,21
제주시,연동,스포츠레져용품,여,30대,13187700,124
제주시,이도2동,스포츠레져용품,남,50대,2440500,23
제주시,연동,스포츠레져용품,남,40대,15370550,146
서귀포시,대륜동,농축수산품,여,30대,7749000,74
제주시,연동,신   발,남,30대,2171100,21
제주시,연동,스포츠레져용품,여,50대,9087600,89
제주시,연동,정장(여성),여,40대,3845100,38
제주시,연동,스포츠레져용품,남,50대,9140900,94
제주시,삼도2동,스포츠레져용품,남,40대,4153600,43
제주시,삼도2동,스포츠레져용품,여,50대,2144460,23
서귀포시,대륜동,농축수산품,남,30대,6217000,67
제주시,연동,스포츠레져용품,남,30대,14552600,160
제주시,연동,농축수산품,남,40대,5704000,63
제주시,삼도2동,스포츠레져용품,남,20대,1164900,13
제주시,연동,정장(여성),남,30대,4832600,54
서귀포시,성산읍,정장(여성),남,40대,1063000,12
제주시,용담2동,농축수산품,남,40대,41018330,467
제주시,연동,정장(여성),남,20대,1394800,16
제주시,용담2동,농축수산품,남,50대,59866370,694
제주시,연동,안경,여,40대,1539800,18
제주시,애월읍,농축수산품,남,50대,5609100,66
서귀포시,남원읍,농축수산품,여,50대,5400500,64
제주시,연동,농축수산품,여,50대,3280100,39
서귀포시,예래동,농축수산품,남,20대,1424000,17
제주시,이도2동,정장(여성),남,20대,1409900,17
서귀포시,남원읍,농축수산품,남,50대,6267550,76
제주시,삼도2동,정장(여성),남,20대,1063200,13
서귀포시,예래동,농축수산품,여,20대,2142000,27
제주시,이도2동,안경,남,30대,952000,12
제주시,연동,정장(여성),여,30대,5772680,73
제주시,노형동,기념품 점,남,30대,3685750,48
제주시,삼도2동,스포츠레져용품,남,30대,3062900,40
제주시,이도2동,농축수산품,남,50대,25518830,335
제주시,연동,스포츠레져용품,남,20대,5854800,77
제주시,연동,정장(여성),여,20대,3021300,40
제주시,노형동,농축수산품,남,50대,5411700,72
제주시,연동,농축수산품,여,40대,3366100,45
서귀포시,남원읍,농축수산품,여,40대,4701600,63
제주시,삼도2동,스포츠레져용품,여,40대,2381100,32
제주시,삼도2동,정장(여성),남,40대,1475200,20
서귀포시,예래동,스포츠레져용품,여,50대,1029500,14
제주시,삼도2동,안경,여,30대,723000,10
서귀포시,남원읍,농축수산품,남,40대,9610900,134
제주시,이도2동,농축수산품,여,50대,35709500,498
제주시,삼도2동,정장(여성),여,40대,2619600,37
서귀포시,성산읍,농축수산품,남,40대,11573000,164
제주시,연동,신   발,남,20대,1058200,15
서귀포시,예래동,농축수산품,남,50대,2469000,35
서귀포시,예래동,농축수산품,여,50대,2750000,39
서귀포시,예래동,농축수산품,여,30대,5800000,83
서귀포시,성산읍,농축수산품,남,50대,13585100,195
제주시,삼도2동,정장(여성),남,50대,831100,12
서귀포시,성산읍,농축수산품,남,30대,18225900,265
제주시,노형동,안경,남,30대,684000,10
제주시,이도2동,농축수산품,남,40대,16931170,248
제주시,노형동,농축수산품,여,50대,4270600,63
서귀포시,성산읍,농축수산품,여,40대,11917000,176
서귀포시,남원읍,농축수산품,남,30대,7303200,108
서귀포시,성산읍,농축수산품,여,30대,20572200,305
제주시,노형동,안경,여,30대,870900,13
서귀포시,남원읍,농축수산품,여,30대,6688900,100
서귀포시,대륜동,농축수산품,여,20대,2531500,38
제주시,이도2동,정장(여성),여,40대,1229600,19
제주시,이도2동,스포츠레져용품,남,30대,2248500,35
제주시,연동,악세 사리,남,40대,1220300,19
제주시,연동,신   발,여,20대,1345000,21
서귀포시,예래동,농축수산품,남,40대,4593800,72
제주시,용담2동,농축수산품,여,50대,50388440,790
서귀포시,성산읍,농축수산품,여,50대,12739000,200
서귀포시,예래동,스포츠레져용품,남,50대,1972200,31
제주시,연동,신   발,여,50대,889600,14
서귀포시,성산읍,농축수산품,남,20대,3204000,51
제주시,삼도2동,농축수산품,남,40대,940000,15
제주시,연동,안경,여,30대,2938500,47
제주시,삼도2동,스포츠레져용품,여,30대,3059400,49
제주시,노형동,기타음료식품,여,50대,3808040,61
제주시,삼도2동,정장(여성),여,50대,994400,16
제주시,삼도2동,정장(여성),남,30대,1790400,29
서귀포시,대륜동,농축수산품,남,20대,864000,14
제주시,노형동,농축수산품,남,30대,3874300,63
제주시,용담2동,농축수산품,여,40대,26209080,434
제주시,노형동,농축수산품,남,40대,4695200,79
제주시,용담2동,의원,여,30대,885800,15
제주시,연동,농축수산품,남,30대,3901550,67
제주시,용담2동,농축수산품,남,30대,19887570,342
서귀포시,예래동,농축수산품,여,40대,2266800,39
제주시,연동,신   발,여,30대,1384700,24
제주시,이도2동,농축수산품,남,30대,8863900,155
제주시,애월읍,골프 용품,남,40대,679000,12
제주시,연동,농축수산품,남,20대,838500,15
제주시,용담2동,농축수산품,여,30대,21824998,391
제주시,연동,농축수산품,여,30대,2888600,52
제주시,삼도2동,농축수산품,여,30대,1554500,28
제주시,연동,기념품 점,남,50대,3437000,62
제주시,이도2동,정장(여성),여,30대,1822280,33
제주시,이도2동,농축수산품,여,40대,15125530,279
제주시,연동,신   발,여,40대,757600,14
제주시,노형동,기념품 점,여,50대,1129500,21
제주시,연동,스포츠레져용품,여,20대,4137600,77
제주시,애월읍,농축수산품,남,30대,8691500,163
제주시,연동,의원,여,20대,1757670,33
제주시,이도2동,기타음료식품,남,30대,2955650,56
제주시,삼도2동,정장(여성),여,30대,2332400,45
제주시,삼도2동,농축수산품,남,50대,1239500,24
제주시,삼도2동,의원,여,40대,771400,15
제주시,이도2동,농축수산품,여,30대,7503810,147
제주시,삼도2동,농축수산품,여,50대,1004500,20
제주시,노형동,의원,여,40대,6307300,126
제주시,노형동,기념품 점,남,40대,1681400,34
제주시,연동,기념품 점,남,40대,2170000,44
제주시,노형동,정장(여성),남,20대,491400,10
제주시,연동,악세 사리,여,30대,1277500,26
제주시,연동,기념품 점,여,40대,2149000,44
제주시,연동,안경,남,30대,1788500,37
제주시,이도2동,스포츠레져용품,여,30대,674900,14
제주시,노형동,안경,여,20대,616000,13
제주시,이도2동,농축수산품,남,20대,1607500,34
제주시,이도2동,안경,여,20대,1969000,42
제주시,연동,기념품 점,여,50대,3425000,74
제주시,연동,악세 사리,여,40대,1571320,34
제주시,삼도2동,농축수산품,남,30대,693000,15
제주시,삼도2동,정장(여성),여,20대,1846700,40
제주시,용담2동,의원,남,30대,868600,19
제주시,노형동,기념품 점,남,50대,1044800,23
제주시,이도2동,안경,남,20대,543000,12
제주시,연동,악세 사리,여,50대,763700,17
제주시,노형동,기념품 점,여,20대,2637600,59
제주시,용담2동,기타음료식품,여,50대,1147600,26
서귀포시,성산읍,농축수산품,여,20대,7434600,169
제주시,노형동,기타음료식품,남,50대,2151850,49
제주시,삼도2동,농축수산품,여,40대,901000,21
제주시,노형동,정장(여성),여,20대,1872800,44
제주시,연동,의원,여,50대,1530000,36
제주시,애월읍,농축수산품,여,40대,2492900,60
제주시,노형동,기념품 점,여,40대,1452200,35
제주시,용담2동,기타음료식품,남,50대,1613300,39
제주시,용담2동,농축수산품,여,20대,7535370,183
제주시,이도2동,슈퍼 마켓,여,40대,19482370,480
제주시,연동,농축수산품,여,20대,924150,23
제주시,애월읍,농축수산품,여,50대,1846500,46
제주시,노형동,농축수산품,여,20대,1000700,25
서귀포시,남원읍,농축수산품,여,20대,874700,22
제주시,연동,기타음료식품,여,30대,515700,13
제주시,삼도2동,스포츠레져용품,여,20대,1579100,40
제주시,이도2동,정장(여성),여,20대,3040500,78
제주시,노형동,정장(여성),남,30대,425300,11
제주시,연동,의원,남,50대,1182900,31
제주시,용담2동,농축수산품,남,20대,4839220,127
서귀포시,남원읍,농축수산품,남,20대,608350,16
서귀포시,남원읍,기타음료식품,남,40대,1166500,31
제주시,애월읍,농축수산품,남,40대,3524500,94
제주시,연동,악세 사리,여,20대,1156300,31
제주시,용담2동,기념품 점,여,50대,33483800,904
제주시,이도2동,슈퍼 마켓,남,40대,29478660,801
제주시,이도2동,슈퍼 마켓,여,30대,24878120,676
제주시,이도2동,슈퍼 마켓,여,50대,14693820,403
서귀포시,남원읍,기타음료식품,여,40대,1236300,34
제주시,용담2동,기념품 점,남,50대,33288100,921
제주시,이도2동,기타음료식품,남,40대,864600,24
제주시,이도2동,악세 사리,남,20대,432000,12
제주시,삼도2동,신   발,여,30대,464000,13
제주시,노형동,기념품 점,여,30대,1990900,56
제주시,이도2동,농축수산품,여,20대,3160000,89
제주시,연동,안경,남,20대,456550,13
제주시,이도2동,슈퍼 마켓,남,50대,15089600,441
제주시,노형동,농축수산품,여,30대,1319700,39
제주시,용담2동,기타음료식품,여,30대,976100,29
제주시,용담2동,기념품 점,여,40대,31055100,930
제주시,연동,의원,여,30대,3549000,107
제주시,연동,의원,여,40대,2220400,67
제주시,노형동,의원,남,40대,6149000,186
제주시,연동,의원,남,40대,2025870,62
제주시,노형동,기념품 점,남,20대,1075800,33
서귀포시,예래동,기념품 점,남,20대,391100,12
제주시,용담2동,기념품 점,남,40대,35891900,1126
서귀포시,예래동,기념품 점,남,50대,666800,21
제주시,연동,기념품 점,남,30대,2629800,83
제주시,이도2동,슈퍼 마켓,남,30대,29609140,939
제주시,노형동,의원,여,30대,7289450,235
제주시,삼도2동,악세 사리,여,40대,309500,10
제주시,노형동,농축수산품,남,20대,735900,24
제주시,삼도2동,농축수산품,여,20대,303000,10
제주시,노형동,의원,남,20대,1476700,49
제주시,용담2동,기념품 점,남,30대,34543800,1156
제주시,연동,기념품 점,남,20대,1488000,50
서귀포시,남원읍,스포츠레져용품,남,40대,296000,10
제주시,노형동,의원,여,50대,2781770,94
서귀포시,성산읍,기념품 점,남,50대,1531300,52
제주시,연동,기념품 점,여,30대,1696000,58
서귀포시,예래동,기념품 점,남,30대,1682600,58
제주시,용담2동,기념품 점,여,30대,37995200,1319
제주시,삼도2동,악세 사리,여,20대,1005600,35
제주시,삼도2동,농축수산품,남,20대,372500,13
서귀포시,예래동,기념품 점,여,20대,314700,11
제주시,이도2동,의원,여,30대,2828810,99
제주시,연동,기타음료식품,남,40대,742800,26
제주시,노형동,기타음료식품,여,40대,1194830,42
제주시,용담2동,기념품 점,남,20대,12652800,458
제주시,연동,안경,여,20대,2513100,91
서귀포시,남원읍,스포츠레져용품,남,50대,439300,16
서귀포시,예래동,슈퍼 마켓,여,50대,905780,33
제주시,노형동,의원,남,50대,3277492,121
제주시,연동,기타음료식품,여,40대,648500,24
제주시,삼도2동,의원,여,20대,513000,19
서귀포시,남원읍,기타음료식품,여,50대,1123500,42
서귀포시,대륜동,슈퍼 마켓,남,30대,2193640,83
제주시,연동,의원,남,30대,1894900,72
제주시,삼도2동,신   발,여,20대,261000,10
서귀포시,성산읍,기념품 점,여,50대,1899800,73
서귀포시,대륜동,기타음료식품,여,30대,961100,37
제주시,연동,슈퍼 마켓,여,40대,14258410,555
제주시,용담2동,기념품 점,여,20대,22314600,878
서귀포시,예래동,기념품 점,여,50대,583500,23
제주시,노형동,슈퍼 마켓,여,50대,8029400,318
제주시,노형동,의원,여,20대,2855400,115
서귀포시,남원읍,기타음료식품,남,30대,1902600,77
제주시,이도2동,의원,여,40대,1648210,68
제주시,애월읍,농축수산품,여,30대,3997000,165
제주시,용담2동,슈퍼 마켓,여,50대,2661550,110
제주시,삼도2동,의원,여,30대,457700,19
서귀포시,성산읍,기념품 점,여,40대,3699800,154
서귀포시,대륜동,기타음료식품,여,20대,308500,13
서귀포시,예래동,스넥,남,50대,1913810,81
서귀포시,예래동,기타음료식품,남,50대,1558100,67
제주시,용담2동,기타음료식품,여,40대,504100,22
서귀포시,남원읍,기타음료식품,남,20대,480000,21
서귀포시,남원읍,슈퍼 마켓,남,40대,3085620,135
제주시,연동,기타음료식품,남,50대,228000,10
서귀포시,남원읍,기타음료식품,남,50대,974700,43
제주시,삼도2동,악세 사리,남,30대,226600,10
제주시,삼도2동,악세 사리,여,30대,474600,21
서귀포시,성산읍,기념품 점,남,40대,6926600,307
서귀포시,성산읍,스넥,남,50대,810000,36
제주시,애월읍,슈퍼 마켓,남,50대,6693760,299
서귀포시,예래동,기념품 점,남,40대,1264800,57
서귀포시,남원읍,슈퍼 마켓,남,50대,3234200,147
제주시,노형동,의원,남,30대,3999100,182
제주시,노형동,기타음료식품,남,40대,702890,32
서귀포시,성산읍,기념품 점,여,30대,8450600,385
제주시,이도2동,의원,여,20대,1621500,74
제주시,이도2동,슈퍼 마켓,남,20대,7153940,327
제주시,이도2동,의원,남,50대,1211800,56
제주시,이도2동,악세 사리,여,20대,1748800,81
제주시,노형동,슈퍼 마켓,여,40대,9418550,437
서귀포시,성산읍,스넥,남,40대,1942500,91
제주시,연동,스넥,남,40대,4544360,213
서귀포시,남원읍,슈퍼 마켓,여,50대,1236510,58
서귀포시,예래동,스넥,여,50대,1212490,57
제주시,연동,슈퍼 마켓,여,50대,7613740,360
서귀포시,성산읍,기념품 점,남,30대,8625800,408
제주시,애월읍,슈퍼 마켓,여,50대,2842030,135
서귀포시,예래동,기타음료식품,남,30대,3216500,153
서귀포시,예래동,스넥,남,30대,4787300,228
제주시,노형동,슈퍼 마켓,남,40대,15561460,743
서귀포시,성산읍,스넥,여,50대,879500,42
제주시,노형동,슈퍼 마켓,남,50대,12145530,582
제주시,용담2동,슈퍼 마켓,여,40대,3254110,156
서귀포시,남원읍,스넥,남,50대,903000,44
제주시,이도2동,슈퍼 마켓,여,20대,7996550,391
제주시,이도2동,악세 사리,여,30대,408900,20
제주시,애월읍,슈퍼 마켓,여,40대,4244810,208
서귀포시,성산읍,슈퍼 마켓,남,50대,5444370,267
서귀포시,예래동,기타음료식품,여,40대,2548850,125
제주시,애월읍,스넥,남,40대,4818300,239
제주시,연동,스넥,남,50대,2368100,118
제주시,용담2동,슈퍼 마켓,남,40대,3197930,160
제주시,연동,슈퍼 마켓,여,30대,12956810,654
서귀포시,대륜동,슈퍼 마켓,남,50대,1069640,54
제주시,연동,슈퍼 마켓,남,50대,11207750,567
서귀포시,대륜동,슈퍼 마켓,여,40대,551550,28
제주시,애월읍,의원,여,40대,215500,11
제주시,삼도2동,의원,남,30대,332100,17
서귀포시,남원읍,슈퍼 마켓,여,40대,1374730,71
서귀포시,성산읍,슈퍼 마켓,여,50대,3752490,194
